city,neighborhood,zip_code,street_name,street_number,floor,floor_location,door,property_type,construction_date,renovation_year,number_of_rooms,number_of_bedrooms,number_of_bathrooms,number_of_balconies,number_of_garages,number_of_parking,number_of_floors,number_of_units,living_area,total_area,is_barrier_free,heating_type,has_energy_certificate,has_garage,has_parking,has_balcony,price,lon,lat
lopppp,Ludwigsfeld,90478,Schanzenstraße,13,,,,multi_family_house,2014-02-09,,,,,,,,,15.0,1288.0,913.0,,,,,False,,999999999.0,11.099906,49.446582
London,Ludwigsfeld,90478,Schanzenstraße,13,,,,multi_family_house,2014-02-09,,,,,,,,,15.0,1288.0,913.0,,,,,False,,999999999.0,11.099906,49.446582
Munchen,Ludwigsfeld,90478,Schanzenstraße,13,,,,multi_family_house,2014-02-09,,,,,,,,,15.0,1288.0,913.0,,,,,False,,999999999.0,11.099906,49.446582
Nürnberg,Ludwigsfeld,90478,Schanzenstraße,13,,,,multi_family_house,2014-02-09,,,,,,,,,15.0,1288.0,913.0,,,,,False,,999999999.0,11.099906,49.446582
Nürnberg,Marienvorstadt,90402,Hadermühle,6,,,,multi_family_house,1987-10-19,,,,,,,,,5.0,475.0,821.0,,,,,False,,1.0,11.088089,49.450603
Nürnberg,Ludwigsfeld,90478,Velburger Straße,49,,,,multi_family_house,1967-04-18,,,,,,,,,9.0,601.0,593.0,,,,,False,,,11.110542,49.442524000000006
Nürnberg,Mögeldorf,90482,Ebenreuther Straße,32,,,,single_family_house,1972-05-18,,,,,,,,,1.0,125.0,349.0,,,,,False,,470103.0,11.144319999999999,49.465485
Nürnberg,Boxdorf,90427,St.-Joseph-Siedlung,7,,,,single_family_house,1964-06-06,,,,,,,,,1.0,91.0,169.0,,,,,False,,349652.0,11.030407,49.517823
Nürnberg,Neunhof,90427,Martin-Gnad-Straße,32,,,,,2027-10-09,,,,,,,,,1.0,114.0,564.0,,,,,False,,642643.0,11.045637,49.517025
Nürnberg,Großgründlach,90427,Offenbacher Straße,4,,,,single_family_house,1977-04-01,,,,,,,,,1.0,161.0,659.0,,,,,False,,517812.0,11.009544,49.525911
Nürnberg,"Kornburg, Worzeldorf",90455,Zum Klösterle,33,,,,single_family_house,1988-01-17,,,,,,,,,1.0,192.0,898.0,,,,,False,,627442.0,11.07602,49.379830000000005
Nürnberg,Wöhrd,90489,Ludwig-Feuerbach-Straße,36,,,,,1943-02-04,,,,,,,,,11.0,676.0,537.0,,,,,False,,1972740.0,11.096662,49.460285
Nürnberg,Galgenhof,90459,Bulmannstraße,34,,,,multi_family_house,1905-08-10,,,,,,,,,11.0,771.0,277.0,,,,,False,,1982654.0,11.083517,49.439819
Nürnberg,Gartenstadt,90469,Muldenweg,15,,,,single_family_house,1939-11-25,,,,,,,,,1.0,114.0,321.0,,,,,False,,252770.0,11.074257,49.417775
Nürnberg,Ludwigsfeld,90478,Schloßstraße,24,,,,multi_family_house,1977-09-07,,,,,,,,,15.0,918.0,757.0,,,,,False,,2668155.0,11.104324,49.444284
Nürnberg,Ludwigsfeld,90478,Ludwig-Frank-Straße,8,,,,single_family_house,1942-03-04,,,,,,,,,1.0,89.0,477.0,,,,,False,,236740.0,11.1077,49.439315
Nürnberg,Marienberg ,90411,Herrnhüttestraße,47,,,,single_family_house,2028-11-13,,,,,,,,,1.0,152.0,268.0,,,,,False,,495454.0,11.101977,49.480446
Nürnberg,Gaismannshof,90431,Neustädter Straße,39,,,,single_family_house,1929-01-08,,,,,,,,,1.0,94.0,269.0,,,,,False,,,11.027714,49.45451
Nürnberg,Boxdorf,90427,Zum Himmelreich,1 a,,,,single_family_house,1963-02-03,,,,,,,,,1.0,139.0,883.0,,,,,False,,467160.0,11.024745999999999,49.519677
Nürnberg,Ziegelstein,90411,Ziegelsteinstraße,222 a,,,,single_family_house,1982-02-19,,,,,,,,,1.0,108.0,310.0,,,,,False,,494443.0,11.108189999999999,49.490757
Nürnberg,Erlenstegen,90491,Günthersbühler Straße,25,,,,single_family_house,1931-01-03,,,,,,,,,1.0,174.0,721.0,,,,,False,,890525.0,11.137338,49.474470000000004
Nürnberg,Großreuth b. Schweinau,90431,Wallensteinstraße,48,,,,multi_family_house,1962-08-09,,,,,,,,,4.0,235.0,321.0,,,,,False,,641003.0,11.034350000000002,49.43883
Nürnberg,Himpfelshof,90419,Kleinweidenmühle,17,,,,single_family_house,1993-06-09,,,,,,,,,1.0,103.0,264.0,,,,,False,,540391.0,11.063492,49.455865
Nürnberg,Dianastraße,90441,Dianastraße,65,,,,multi_family_house,1895-04-26,,,,,,,,,4.0,367.0,756.0,,,,,False,,535118.0,11.064834,49.426737
Nürnberg,Katzwang,90453,Harrlacher Straße,57,,,,single_family_house,1970-07-26,,,,,,,,,1.0,101.0,262.0,,,,,False,,458370.0,11.045682,49.373698000000005
Nürnberg,Werderau,90441,Kochstraße,19,,,,multi_family_house,1939-05-02,,,,,,,,,8.0,490.0,1094.0,,,,,False,,943301.0,11.063307,49.422007
Nürnberg,Katzwang,90453,Brunnauer Straße,7,2.0,right,,apartment,1999-09-10,2018-01-01,4.0,,,,,0.0,0.0,1.0,143.0,-1.0,,central_heating,,,,True,380032.0,11.044743,49.372455
Nürnberg,Guntherstraße,90461,Rankestraße,27,,,,multi_family_house,1954-04-25,,,,,,,,,14.0,1370.0,577.0,,,,,False,,3621131.0,11.10042,49.437698
Nürnberg,Langwasser Südwest,90469,Neulandstraße,1 a,,,,single_family_house,1975-04-06,,,,,,,,,1.0,125.0,345.0,,,,,False,,406990.0,11.120572,49.39944
Nürnberg,Glockenhof,90478,Sophienstraße,19,,,,multi_family_house,2003-04-05,,,,,,,,,9.0,472.0,536.0,,,,,False,,1712340.0,11.094943,49.444924
Nürnberg,Himpfelshof,90429,Fürther Straße,22,,,,,1894-07-05,,,,,,,,,9.0,850.0,490.0,,,,,False,,2649243.0,11.060201,49.44980399999999
Nürnberg,Schmausenbuckstraße,90480,Lupinenweg,2,,,,single_family_house,1946-01-07,,,,,,,,,1.0,137.0,517.0,,,,,False,,486722.0,11.130228,49.453623
Nürnberg,Trierer Straße,90469,Worzeldorfer Straße,84,,,,single_family_house,1951-05-10,,,,,,,,,1.0,105.0,496.0,,,,,False,,389742.0,11.102568,49.404853
Nürnberg,Werderau,90441,Heisterstraße,36,,,,multi_family_house,1985-11-12,,,,,,,,,7.0,480.0,638.0,,,,,False,,1179370.0,11.063167,49.425755
Nürnberg,Marienberg ,90411,Egloffsteiner Straße,17,,,,single_family_house,1919-03-27,,,,,,,,,1.0,116.0,321.0,,,,,False,,338081.0,11.101216,49.481516
Nürnberg,Großgründlach,90427,Am Pfarrbaum,9,,,,single_family_house,1956-11-11,,,,,,,,,1.0,131.0,500.0,,,,,False,,396895.0,11.013803999999999,49.531517
Nürnberg,Erlenstegen,90491,Günthersbühler Straße,20,,,,single_family_house,1949-05-14,,,,,,,,,1.0,172.0,899.0,,,,,False,,799021.0,11.138983000000001,49.474118
Nürnberg,Eibach,90451,Castellstraße,89 a,,,,single_family_house,1979-11-01,,,,,,,,,1.0,141.0,783.0,,,,,False,,517261.0,11.023962,49.409858
Nürnberg,Eibach,90451,Schönwaldstraße,13,,,,single_family_house,2009-06-13,,,,,,,,,1.0,117.0,705.0,,,,,False,,596949.0,11.032850999999999,49.398524
Nürnberg,Gaismannshof,90431,Paracelsusstraße,47,,,,single_family_house,1960-05-03,,,,,,,,,1.0,107.0,333.0,,,,,False,,401034.0,11.024723,49.442907
Nürnberg,Großreuth b. Schweinau,90431,Elsa-Brändström-Straße,15,,,,multi_family_house,1958-07-10,,,,,,,,,4.0,223.0,305.0,,,,,False,,830024.0,11.031331,49.440154
Nürnberg,Katzwang,90453,Harrlacher Straße,14,,,,multi_family_house,2000-05-20,,,,,,,,,7.0,636.0,764.0,,,,,False,,2079886.0,11.042091000000001,49.371877999999995
Nürnberg,Galgenhof,90459,Kopernikusstraße,10,,,,multi_family_house,2000-03-06,,,,,,,,,20.0,1752.0,466.0,,,,,False,,6331744.0,11.083036,49.438322
Nürnberg,Langwasser Südost,90473,Max-Wönner-Straße,27,,,,single_family_house,1975-03-05,,,,,,,,,1.0,131.0,553.0,,,,,False,,495356.0,11.151024,49.405357
Nürnberg,Erlenstegen,90491,Dahlmannstraße,88,,,,single_family_house,1948-02-08,,,,,,,,,1.0,120.0,289.0,,,,,False,,526657.0,11.120477000000001,49.473087
Nürnberg,Eibach,90451,Pappenheimer Straße,39,,,,multi_family_house,1951-08-09,,,,,,,,,3.0,294.0,500.0,,,,,False,,611482.0,11.032588,49.39553
Nürnberg,Gaismannshof,90431,Sankt-Gallen-Ring,160,,,,single_family_house,1990-10-05,,,,,,,,,1.0,144.0,326.0,,,,,False,,563196.0,11.029211,49.442936
Nürnberg,Marienberg ,90411,Egloffsteiner Straße,49,,,,single_family_house,1928-09-01,,,,,,,,,1.0,118.0,337.0,,,,,False,,325218.0,11.100988,
Nürnberg,Großgründlach,90427,Brucker Straße,22,,,,single_family_house,1961-05-26,,,,,,,,,1.0,122.0,278.0,,,,,False,,381713.0,11.012081,49.531361000000004
Nürnberg,Gostenhof,90443,Gostenhofer Schulgasse,32,,,,,2006-11-15,,,,,,,,,10.0,664.0,715.0,,,,,False,,1970372.0,11.06308,49.447096
Nürnberg,"Altenfurt, Moorenbrunn",90475,Hermann-Kolb-Straße,21,,,,single_family_house,1950-02-08,,,,,,,,,1.0,112.0,266.0,,,,,False,,306714.0,11.179756000000001,49.402577
Nürnberg,Schmausenbuckstraße,90480,Siedlerstraße,162,,,,multi_family_house,1958-03-23,,,,,,,,,2.0,339.0,805.0,,,,,True,,867840.0,11.134641,49.453561
Nürnberg,St. Jobst,90491,Clausewitzstraße,41,,,,single_family_house,1923-09-08,,,,,,,,,1.0,118.0,263.0,,,,,False,,426877.0,11.111079,49.465016
Nürnberg,"Altenfurt, Moorenbrunn",90475,Altenfurter Straße,88 c,,,,,1991-04-26,,,,,,,,,1.0,110.0,305.0,,,,,False,,350730.0,11.178323,49.401209
Nürnberg,Maxfeld,90409,Schmausengartenstraße,17,,,,multi_family_house,1974-11-07,,,,,,,,,6.0,544.0,332.0,,,,,False,,1813294.0,11.086698,49.463429
Nürnberg,Bärenschanze,90429,Mannertstraße,22 a,,,,multi_family_house,1897-02-08,,,,,,,,,8.0,520.0,889.0,,,,,False,,1203665.0,11.044603,49.456471
Nürnberg,Bielingplatz,90419,Friedrich-Löffler-Straße,31,,,,single_family_house,1939-01-23,,,,,,,,,1.0,138.0,297.0,,,,,True,,445383.0,11.058838999999999,49.465292
Nürnberg,St. Jobst,90491,Tauroggenstraße,28,,,,single_family_house,1939-10-05,,,,,,,,,1.0,103.0,284.0,,,,,False,,378668.0,11.108270000000001,49.461936
Nürnberg,Gleißhammer,90480,Schöpfstraße,17,,,,multi_family_house,1978-02-18,,,,,,,,,27.0,1912.0,837.0,,,,,False,,5150500.0,11.120037,49.442113
Nürnberg,Großreuth b. Schweinau,90431,Tillypark,120,,,,single_family_house,2008-03-25,,,,,,,,,1.0,90.0,292.0,,,,,False,,461752.0,11.036774,49.435427000000004
Nürnberg,Tafelhof,90402,Vordere Sterngasse,23,,,,multi_family_house,1965-07-06,,,,,,,,,9.0,575.0,160.0,,,,,False,,2138763.0,11.078227,49.447192
Nürnberg,Glockenhof,90461,Forsthofstraße,4 c,,,,single_family_house,2020-02-02,,,,,,,,,1.0,117.0,333.0,,,,,False,,606571.0,11.091596000000001,49.438181
Nürnberg,Gartenstadt,90469,Neunkirchener Straße,90,,,,multi_family_house,1998-02-15,,,,,,,,,2.0,334.0,784.0,,,,,False,,805641.0,11.082027,49.404063
Nürnberg,Boxdorf,90427,Thomas-Dehler-Straße,69,,,,single_family_house,1957-05-08,,,,,,,,,1.0,118.0,316.0,,,,,False,,384242.0,11.027849,49.514079
Nürnberg,Schleifweg,90409,Steigerwaldstraße,45,,,,multi_family_house,2015-01-04,,,,,,,,,4.0,430.0,611.0,,,,,False,,2000743.0,11.097465,49.470351
Nürnberg,Werderau,90441,Rüsternweg,187,,,,,1986-10-20,,,,,,,,,2.0,177.0,559.0,,,,,False,,565352.0,11.059522,49.415783999999995
Nürnberg,Schmausenbuckstraße,90480,Drosselweg,17,,,,single_family_house,1986-08-11,,,,,,,,,1.0,119.0,345.0,,,,,False,,516979.0,11.142813,49.460511
Nürnberg,"Kornburg, Worzeldorf",90455,Spitzwegstraße,10,,,,single_family_house,1931-05-03,,,,,,,,,1.0,138.0,511.0,,,,,False,,349815.0,11.099274,49.374981
Nürnberg,Steinbühl,90443,Humboldtstraße,24,,,,multi_family_house,1964-09-23,,,,,,,,,16.0,1393.0,474.0,,,,,False,,2796490.0,11.069723,49.436751
Nürnberg,Höfen,90431,Karl-Martell-Straße,20,,,,single_family_house,1948-10-02,,,,,,,,,1.0,108.0,278.0,,,,,False,,326143.0,11.015823000000001,49.456482
Nürnberg,Thon,90425,Helgolander Straße,30,,,,single_family_house,1975-10-05,,,,,,,,,1.0,102.0,279.0,,,,,False,,452645.0,11.064332,49.478754
Nürnberg,"Altstadt, St. Sebald",90403,Geiersberg,2,,,,single_family_house,1910-09-27,,,,,,,,,1.0,146.0,310.0,,,,,False,,337290.0,11.072628,49.455508
Nürnberg,"Altenfurt, Moorenbrunn",90475,Hohenzollernstraße,27,,,,single_family_house,1981-02-11,,,,,,,,,1.0,151.0,591.0,,,,,False,,426292.0,11.172336,49.402276
Nürnberg,Katzwang,90455,Baimbacher Weg,18,,,,single_family_house,1957-03-06,,,,,,,,,1.0,133.0,764.0,,,,,False,,386245.0,11.043397,49.353088
Nürnberg,Katzwang,90455,Am Kreuzberg,11,,,,multi_family_house,1961-05-18,,,,,,,,,4.0,303.0,471.0,,,,,True,,684664.0,11.057923,49.354829
Nürnberg,Galgenhof,90459,Wirthstraße,58,,,,multi_family_house,1903-07-27,,,,,,,,,15.0,1121.0,264.0,,,,,False,,2855143.0,11.087848000000001,49.438972
Nürnberg,St. Leonhard,90439,Kurt-Karl-Doberer-Straße,52,,,,,2018-03-06,,,,,,,,,1.0,116.0,341.0,,,,,False,,404172.0,11.053997,49.441886000000004
Nürnberg,Bielingplatz,90419,Rieterstraße,53,,,,multi_family_house,1890-09-05,,,,,,,,,9.0,592.0,312.0,,,,,False,,2103805.0,11.064589,49.46230499999999
Nürnberg,Katzwang,90455,Robert-Stolz-Straße,41,,,,single_family_house,1970-07-27,,,,,,,,,1.0,112.0,333.0,,,,,False,,353576.0,11.064162,49.353365000000004
Nürnberg,Thon,90425,Schweriner Straße,10,,,,single_family_house,1983-08-01,,,,,,,,,1.0,105.0,321.0,,,,,False,,507797.0,11.068613,49.478255
Nürnberg,Gebersdorf,90449,Windsbacher Straße,2,,,,single_family_house,1972-07-07,,,,,,,,,1.0,122.0,599.0,,,,,False,,363342.0,10.999445000000001,49.432915
Nürnberg,Zerzabelshof,90480,Siebenbürger Straße,29,,,,single_family_house,1971-03-05,,,,,,,,,1.0,111.0,338.0,,,,,False,,342372.0,11.128127,49.437846
Nürnberg,Glockenhof,90478,Regensburger Straße,46,,,,multi_family_house,1882-05-07,,,,,,,,,2.0,182.0,795.0,,,,,False,,515116.0,11.096952,49.444742000000005
Nürnberg,Bielingplatz,90419,Friedrich-Löffler-Straße,40,,,,single_family_house,1979-04-27,,,,,,,,,1.0,129.0,326.0,,,,,False,,490766.0,11.058603999999999,49.466307
Nürnberg,Höfen,90431,Höfener Straße,111 a,,,,multi_family_house,1972-05-26,,,,,,,,,2.0,253.0,628.0,,,,,False,,659389.0,11.010024,49.455341000000004
Nürnberg,Ludwigsfeld,90478,Immelmannstraße,24,,,,,1962-03-21,,,,,,,,,1.0,98.0,323.0,,,,,False,,394874.0,11.108645,49.439746
Nürnberg,Uhlandstraße,90408,Grünewaldstraße,25,,,,multi_family_house,1931-07-20,,,,,,,,,7.0,476.0,850.0,,,,,False,,1348911.0,11.074612,49.468426
Nürnberg,Langwasser Südost,90473,Striegauer Straße,39,,,,multi_family_house,1978-07-27,,,,,,,,,11.0,803.0,863.0,,,,,False,,1994171.0,11.142564,49.403875000000006
Nürnberg,Eibach,90451,Schußleitenweg,75,,,,single_family_house,1909-04-08,,,,,,,,,1.0,91.0,514.0,,,,,False,,395011.0,11.028649999999999,49.409330000000004
Nürnberg,Hummelstein,90459,Pillenreuther Straße,106,,,,multi_family_house,1959-01-14,,,,,,,,,11.0,599.0,309.0,,,,,False,,1539398.0,11.085130000000001,49.434222
Nürnberg,"Altenfurt, Moorenbrunn",90475,Streubuck,46,,,,,1970-06-08,,,,,,,,,3.0,271.0,621.0,,,,,False,,643171.0,11.173198,49.392655999999995
Nürnberg,Zerzabelshof,90480,Großstraße,3,,,,,1941-01-01,,,,,,,,,5.0,339.0,572.0,,,,,False,,1236145.0,11.12715,49.444009
Nürnberg,Gaismannshof,90431,Manteuffelstraße,7,,,,multi_family_house,1987-06-02,,,,,,,,,4.0,247.0,261.0,,,,,False,,660258.0,11.034411,49.441541
Nürnberg,"Kornburg, Worzeldorf",90455,Alfred-Isaac-Straße,8,,,,single_family_house,1998-09-27,,,,,,,,,1.0,144.0,282.0,,,,,False,,541878.0,11.081173,49.374337
Nürnberg,Himpfelshof,90429,Deutschherrnstraße,39,,,,multi_family_house,1900-02-17,,,,,,,,,2.0,241.0,500.0,,,,,False,,613075.0,11.060625,49.454275
Nürnberg,Thon,90425,Michaelstraße,26,,,,single_family_house,1955-09-27,,,,,,,,,1.0,129.0,540.0,,,,,False,,471849.0,11.068014000000002,49.474693
Nürnberg,Katzwang,90455,Wolkersdorfer Straße,187,,,,,1949-08-12,,,,,,,,,1.0,138.0,1116.0,,,,,False,,499804.0,11.042021,49.352989
Nürnberg,Langwasser Südwest,90473,Julius-Leber-Straße,42,,,,single_family_house,1945-04-23,,,,,,,,,1.0,110.0,270.0,,,,,False,,313808.0,11.136959999999998,49.396271
Nürnberg,Schoppershof,90491,Thorner Straße,24,,,,single_family_house,1943-01-10,,,,,,,,,1.0,132.0,491.0,,,,,False,,463661.0,11.107538,49.467873
Nürnberg,Schniegling,90427,Wilhelm-Busch-Straße,12,,,,single_family_house,1956-02-18,,,,,,,,,1.0,110.0,346.0,,,,,True,,315037.0,11.018996999999999,49.472031000000015
Nürnberg,Boxdorf,90427,St.-Joseph-Siedlung,5,,,,single_family_house,1972-07-03,,,,,,,,,1.0,103.0,190.0,,,,,False,,366920.0,11.030505,49.517798
Nürnberg,Buchenbühl,90411,Ehrenbürgweg,53,,,,multi_family_house,1949-05-09,,,,,,,,,2.0,223.0,557.0,,,,,False,,641605.0,11.103004,49.506241
Nürnberg,"Altstadt, St. Sebald",90403,Innere Cramer-Klett-Straße,14,,,,multi_family_house,1940-08-24,,,,,,,,,8.0,445.0,304.0,,,,,False,,1625044.0,11.087134,49.455469
Nürnberg,Schleifweg,90409,Virchowstraße,40,,,,,1982-10-27,,,,,,,,,3.0,231.0,576.0,,,,,False,,790372.0,11.093467,49.469217
Nürnberg,Erlenstegen,90491,Eichendorffstraße,45,,,,single_family_house,1949-05-12,,,,,,,,,1.0,168.0,754.0,,,,,False,,742311.0,11.126472,49.474363
Nürnberg,Fischbach,90475,Tolstoistraße,15,,,,multi_family_house,1935-09-17,,,,,,,,,3.0,293.0,269.0,,,,,False,,882898.0,11.192481999999998,49.41857
Nürnberg,Gugelstraße,90459,Siemensstraße,18,,,,multi_family_house,1956-01-15,,,,,,,,,8.0,519.0,581.0,,,,,False,,1152010.0,11.080048999999999,49.433842999999996
Nürnberg,Marienberg ,90425,Kilianstraße,127 a,,,,multi_family_house,1977-07-15,,,,,,,,,6.0,439.0,483.0,,,,,False,,2077145.0,11.084372,49.474145
Nürnberg,Katzwang,90455,Karl-Marx-Straße,13,,,,single_family_house,1962-06-08,,,,,,,,,1.0,119.0,276.0,,,,,False,,249482.0,11.059938,49.352461000000005
Nürnberg,Wetzendorf,90425,Rostocker Straße,27,,,,,1958-03-09,,,,,,,,,3.0,157.0,335.0,,,,,False,,458135.0,11.057458,49.478434
Nürnberg,Hasenbuck,90461,Ingolstädter Straße,69,,,,single_family_house,1949-08-15,,,,,,,,,1.0,116.0,261.0,,,,,False,,389780.0,11.094983,49.427386000000006
Nürnberg,Fischbach,90475,Holzstatt,3,,,,multi_family_house,1931-01-05,,,,,,,,,2.0,263.0,317.0,,,,,False,,810194.0,11.199608999999999,49.419117
Nürnberg,Gaismannshof,90431,Herzogenauracher Straße,56,,,,single_family_house,1968-10-20,,,,,,,,,1.0,128.0,291.0,,,,,False,,326446.0,11.033612999999999,49.452659
Nürnberg,Uhlandstraße,90408,Innere Kobergerstraße,15,,,,multi_family_house,1982-09-27,,,,,,,,,5.0,470.0,315.0,,,,,False,,1792043.0,11.080326000000001,49.463905000000004
Nürnberg,Werderau,90441,Wacholderweg,34,,,,single_family_house,1911-06-02,,,,,,,,,1.0,110.0,488.0,,,,,False,,273578.0,11.064257,49.416558
Nürnberg,Ziegelstein,90411,Am Bauernwald,41,,,,single_family_house,1930-11-05,,,,,,,,,1.0,133.0,502.0,,,,,False,,421382.0,11.110281,49.483367
Nürnberg,Wetzendorf,90425,Schnepfenreuther Weg,5,,,,multi_family_house,1980-08-26,,,,,,,,,2.0,162.0,637.0,,,,,False,,479991.0,11.061116,49.477163000000004
Nürnberg,Trierer Straße,90469,Germersheimer Straße,165,,,,multi_family_house,1962-04-23,,,,,,,,,2.0,160.0,481.0,,,,,False,,424372.0,11.105997,49.402210000000004
Nürnberg,Glockenhof,90461,Herbartstraße,13,,,,multi_family_house,1953-08-03,,,,,,,,,10.0,605.0,573.0,,,,,False,,1219741.0,11.096255000000001,49.442212
Nürnberg,Eibach,90451,Cnopfstraße,28,,,,single_family_house,1918-10-07,,,,,,,,,1.0,127.0,579.0,,,,,False,,380514.0,11.029905,49.406935999999995
Nürnberg,Eibach,90451,Pappenheimer Straße,9,,,,single_family_house,1933-10-02,,,,,,,,,1.0,134.0,479.0,,,,,False,,413154.0,11.031498,49.396706
Nürnberg,Sündersbühl,90439,Nansenstraße,3,,,,multi_family_house,1958-03-23,,,,,,,,,7.0,631.0,710.0,,,,,False,,1237880.0,11.041946000000001,49.442822
Nürnberg,"Altstadt, St. Lorenz",90402,Ludwigstraße,45,,,,multi_family_house,1958-01-22,,,,,,,,,5.0,461.0,543.0,,,,,False,,1169903.0,11.068809,49.449020999999995
Nürnberg,Katzwang,90453,Kloster-Ebrach-Straße,33,,,,,1923-06-18,,,,,,,,,1.0,162.0,604.0,,,,,False,,461733.0,11.049076,49.361064000000006
Nürnberg,Gaismannshof,90431,Herzogenauracher Straße,67,,,,single_family_house,1954-03-20,,,,,,,,,1.0,96.0,319.0,,,,,False,,297156.0,11.032620999999999,49.452591999999996
Nürnberg,Gaismannshof,90431,Herzogenauracher Straße,120,,,,single_family_house,1995-08-21,,,,,,,,,1.0,126.0,314.0,,,,,False,,426450.0,11.032006,49.453364
Nürnberg,Wöhrd,90489,Sulzbacher Straße,63,,,,multi_family_house,1946-09-20,,,,,,,,,31.0,2315.0,1078.0,,,,,False,,7105098.0,11.09724,49.4592
Nürnberg,Sündersbühl,90439,Söderblomstraße,6,,,,multi_family_house,1969-07-23,,,,,,,,,7.0,388.0,809.0,,,,,False,,1175121.0,11.040761,49.442750999999994
Nürnberg,Fischbach,90475,Tolstoistraße,27 a,,,,single_family_house,1956-08-19,,,,,,,,,1.0,124.0,259.0,,,,,False,,350501.0,11.192146,49.417842
Nürnberg,Langwasser Südwest,90473,Schrammstraße,19,,,,single_family_house,1981-04-07,,,,,,,,,1.0,102.0,321.0,,,,,False,,346111.0,11.126985,49.395182
Nürnberg,Röthenbach Ost,90451,Krakauer Straße,5,,,,multi_family_house,2004-11-22,,,,,,,,,18.0,1841.0,679.0,,,,,False,,7109840.0,11.041102,49.420628
Nürnberg,"Altstadt, St. Sebald",90403,Grundherrngäßchen,6,,,,multi_family_house,1965-06-26,,,,,,,,,6.0,534.0,279.0,,,,,False,,1477505.0,11.078899999999999,49.457816
Nürnberg,Uhlandstraße,90408,Grolandstraße,36,,,,,1938-06-15,,,,,,,,,5.0,300.0,541.0,,,,,False,,841594.0,11.075704,49.465081000000005
Nürnberg,Schniegling,90427,Schnieglinger Straße,284 d,,,,single_family_house,1994-11-06,,,,,,,,,1.0,122.0,324.0,,,,,False,,397092.0,11.023597,49.469123
Nürnberg,Glockenhof,90461,Grenzstraße,5,,,,multi_family_house,1969-06-18,,,,,,,,,12.0,799.0,496.0,,,,,False,,2159651.0,11.09173,49.440658
Nürnberg,Bärenschanze,90429,Sielstraße,3,,,,multi_family_house,1886-05-16,,,,,,,,,8.0,570.0,308.0,,,,,False,,1300375.0,11.049707,49.453388
Nürnberg,Gostenhof,90443,Knauerstraße,9,,,,multi_family_house,1964-08-02,,,,,,,,,19.0,1263.0,547.0,,,,,False,,3228796.0,11.059402,49.445582
Nürnberg,"Altenfurt, Moorenbrunn",90475,Villacher Straße,20,,,,single_family_house,1959-09-04,,,,,,,,,1.0,121.0,308.0,,,,,False,,438200.0,11.170418,49.397218
Nürnberg,Trierer Straße,90469,Worzeldorfer Straße,97,,,,single_family_house,1931-10-12,,,,,,,,,1.0,99.0,516.0,,,,,False,,959655684.0,11.109534,49.406029000000004
Nürnberg,Gleißhammer,90480,Juttastraße,12,,,,single_family_house,1991-09-26,,,,,,,,,1.0,142.0,311.0,,,,,True,,423839.0,11.114366,49.447067000000004
Nürnberg,"Kornburg, Worzeldorf",90455,Klosterweg,85,,,,single_family_house,1970-10-08,,,,,,,,,1.0,120.0,263.0,,,,,False,,340297.0,11.074508999999999,49.375356
Nürnberg,St. Leonhard,90439,Marie-Beeg-Straße,43,,,,single_family_house,2004-03-24,,,,,,,,,1.0,128.0,292.0,,,,,False,,490759.0,11.054295,49.441568000000004
Nürnberg,Langwasser Nordost,90471,Erich-Kästner-Weg,24,,,,multi_family_house,1931-06-19,,,,,,,,,17.0,1446.0,552.0,,,,,False,,3453953.0,11.127815,49.412490999999996
Nürnberg,Wetzendorf,90425,Scheßlitzer Weg,31 a,,,,single_family_house,1983-11-16,,,,,,,,,1.0,114.0,306.0,,,,,False,,510202.0,11.058252,49.481739000000005
Nürnberg,Rangierbahnhof-Siedlung,90471,Planetenring,35,,,,single_family_house,1977-05-23,,,,,,,,,1.0,116.0,270.0,,,,,False,,356203.0,11.108332,49.413924
Nürnberg,Eberhardshof,90431,Wandererstraße,113,,,,multi_family_house,2000-02-09,,,,,,,,,3.0,235.0,525.0,,,,,False,,693814.0,11.028968,49.457084
Nürnberg,Hohe Marter,90441,Turnerheimstraße,66 c,,,,single_family_house,1979-03-04,,,,,,,,,1.0,126.0,307.0,,,,,False,,430042.0,11.046361000000001,49.42494400000001
Nürnberg,Schniegling,90427,Neumünsterer Straße,25,,,,multi_family_house,2025-04-26,,,,,,,,,2.0,262.0,476.0,,,,,False,,999835.0,11.033465999999999,49.470275
Nürnberg,Zerzabelshof,90480,Herrnscheidstraße,26,,,,multi_family_house,1948-06-13,,,,,,,,,4.0,418.0,907.0,,,,,False,,1208296.0,11.127804,49.44793799999999
Nürnberg,Gostenhof,90443,Knauerstraße,27,,,,multi_family_house,2003-03-13,,,,,,,,,10.0,635.0,500.0,,,,,False,,1890598.0,11.056737,49.44578100000001
Nürnberg,St. Jobst,90491,Grimmstraße,9,,,,single_family_house,1960-01-11,,,,,,,,,1.0,144.0,719.0,,,,,False,,553515.0,11.125591,49.467786000000004
Nürnberg,Eibach,90451,Lauinger Straße,10,,,,,1945-08-05,,,,,,,,,2.0,220.0,628.0,,,,,True,,586138.0,11.03357,49.396145
Nürnberg,Veilhof,90489,Felseckerstraße,31,,,,multi_family_house,1937-02-08,,,,,,,,,10.0,515.0,258.0,,,,,False,,1513747.0,11.099161,49.457695
